FUNZIONARIO,NUM_FUNZIONARIO,STATO_ASSEGNAZIONE,TERRITORIO_OPERATIVO,STATO_GIRO,STATO_MERCATO,PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,DOVE_ANDRE,COSA_CERCO,PREZZO,FONTE,SELLER_SIGNAL,AZIONE,PDF_DA_VERIFICARE,URL,F1_INDIRIZZO_REMOTO_URL
,,BACKLOG,NO,BACKLOG,POSSIBILE_USCITA,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caselette,Piazza Carlo Cays,"Appartamento all'asta in Piazza Carlo Cays, Caselette - idealista",112501,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36707654/,
,,BACKLOG,NO,BACKLOG,POSSIBILE_USCITA,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,INDIRIZZO DA VERIFICARE,Casa indipendente in vendita con giardino a Condove,9000,Tipologie residenziali,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.pcase.it/immobili/casa-indipendente-con-giardino-condove-sc9702413/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Ferriera di Buttigliera Alta,Via Cavallo Grigio a,Villetta a schiera in Vendita in Via Cavallo Grigio a ... - Casa.it,275000,Casa.it,NON_DETERMINATO,VAI IN ZONA,,https://www.casa.it/immobili/54663965/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,"Corso Susa, 241","Quadrilocale in vendita in Corso Susa, 241, Posta Vecchia, Rivoli",135000,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36724417/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-134F588402681805&comune=Rosta&provincia=TO&via=Corso+Susa&civico=241&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36724417%2F&titolo=Quadrilocale+in+vendita+in+Corso+Susa%2C+241%2C+Posta+Vecchia%2C+Rivoli+...&segnale=prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Borgata barolà 5,"Vendita Villa unifamiliare in Borgata barolà 5 Giaveno. Nuova, posto",850000,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127348081/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-93841DE21EF490CB&comune=Giaveno&provincia=TO&via=Borgata+barol%C3%A0&civico=5&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127348081%2F&titolo=Vendita+Villa+unifamiliare+in+Borgata+barol%C3%A0+5+Giaveno.+Nuova%2C+posto+...&segnale=prezzo+rilevato&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,NEW,BASSA,18,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Giorio,INDIRIZZO DA VERIFICARE,ValsusaOggi,PREZZO DA VERIFICARE,Agenzie,INDIZIO_AGENZIA,APRI FONTE E VERIFICA INDIRIZZO,,https://www.valsusaoggi.it/,
,,BACKLOG,NO,BACKLOG,NEW,BASSA,18,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,"Strada Camporosso, 6","Casa indipendente in vendita in Strada Camporosso, 6",PREZZO DA VERIFICARE,Idealista,INDIZIO_AGENZIA,VAI IN ZONA,,https://www.idealista.it/immobile/36683533/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-352D2961134C45F9&comune=Rosta&provincia=TO&via=Strada+Camporosso&civico=6&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36683533%2F&titolo=Casa+indipendente+in+vendita+in+Strada+Camporosso%2C+6&segnale=nuova+rilevazione+%7C+indizio+agenzia&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,NEW,BASSA,18,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,"Via Pietrino Belli, 61","Bilocale in vendita in Via Pietrino Belli, 61 - idealista",PREZZO DA VERIFICARE,Idealista,INDIZIO_AGENZIA,VAI IN ZONA,,https://www.idealista.it/immobile/36403168/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-53FEAF721986EEA4&comune=Rivoli&provincia=TO&via=Via+Pietrino+Belli&civico=61&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36403168%2F&titolo=Bilocale+in+vendita+in+Via+Pietrino+Belli%2C+61+-+idealista&segnale=nuova+rilevazione+%7C+indizio+agenzia&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,16,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Avigliana,Corso Laghi 70,"Valsusa, Affittasi Locale Commerciale: Offerta Ad Avigliana",99000,Commerciale negozi/locali,INDIZIO_AGENZIA,VAI IN ZONA / CONTATTA PER ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,,https://www.valsusaoggi.it/valsusa-affittasi-locale-commerciale-offerta-ad-avigliana/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Almese,Via Rubiana 142,"Villa in vendita in Via Rubiana, 142 /2, Almese - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36069783/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-9A8E6BC5C6AAEDD0&comune=Almese&provincia=TO&via=Via+Rubiana&civico=142&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36069783%2F&titolo=Villa+in+vendita+in+Via+Rubiana%2C+142+%2F2%2C+Almese+-+idealista&segnale=monitoraggio+base&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,Via Piave 53,"Villetta bifamiliare in vendita in Via Piave, 53, Rosta - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/35863658/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-BF60F35B150FB65B&comune=Rosta&provincia=TO&via=Via+Piave&civico=53&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F35863658%2F&titolo=Villetta+bifamiliare+in+vendita+in+Via+Piave%2C+53%2C+Rosta+-+idealista&segnale=monitoraggio+base&fonte=Idealista&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,via Medagli 55,Vendita Villa unifamiliare in via Medagli 55 Sant'Antonino di Susa,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131644636/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-07DBBAF94A452880&comune=Sant%27Antonino+di+Susa&provincia=TO&via=via+Medagli&civico=55&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131644636%2F&titolo=Vendita+Villa+unifamiliare+in+via+Medagli+55+Sant%27Antonino+di+Susa+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
FUNZIONARIO 9,9,ASSEGNATO,SI,FERMATA_PRONTA,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Vaie,Via Peirolero 28,Villa in Vendita in Via Peirolero 28 a Vaie - 250mq - Casa.it,PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,VAI IN ZONA,,https://www.casa.it/immobili/50035067/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-14E172D2C96512DF&comune=Vaie&provincia=TO&via=Via+Peirolero&civico=28&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F50035067%2F&titolo=Villa+in+Vendita+in+Via+Peirolero+28+a+Vaie+-+250mq+-+Casa.it&segnale=monitoraggio+base&fonte=Casa.it&telefono=&telefono_fonte=
FUNZIONARIO 9,9,ASSEGNATO,SI,FERMATA_PRONTA,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Vaie,Vicolo Superiore 19,"Trilocale in vendita in Vicolo Superiore, 19, Vaie - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/34422440/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-7907CA91E2689613&comune=Vaie&provincia=TO&via=Vicolo+Superiore&civico=19&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F34422440%2F&titolo=Trilocale+in+vendita+in+Vicolo+Superiore%2C+19%2C+Vaie+-+idealista&segnale=monitoraggio+base&fonte=Idealista&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Dora,Via Celle 64,"Trilocale in vendita in Via Celle, 64, Villar Dora - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/34771243/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-D48AA39AFFEEE332&comune=Villar+Dora&provincia=TO&via=Via+Celle&civico=64&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F34771243%2F&titolo=Trilocale+in+vendita+in+Via+Celle%2C+64%2C+Villar+Dora+-+idealista&segnale=monitoraggio+base&fonte=Idealista&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Via Chiesali s.n.c,"Villa in vendita in Via Chiesali s.n.c, Villar Focchiardo - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36499500/,
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Via Chiesali a Villar Focchiardo,Villa in Vendita in Via Chiesali a Villar Focchiardo - Casa.it,PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,VAI IN ZONA,,https://www.casa.it/immobili/54578481/,
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,via Chiesali Villar Focchiardo. Posto,Vendita Villa unifamiliare in via Chiesali Villar Focchiardo. Posto,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131750298/,
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,Via Piave 53,Casa bifamiliare in Vendita in Via Piave 53 a Rosta,PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,VAI IN ZONA,,https://www.casa.it/immobili/54099496/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-10687F9DCB0E59A3&comune=Rosta&provincia=TO&via=Via+Piave&civico=53&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F54099496%2F&titolo=Casa+bifamiliare+in+Vendita+in+Via+Piave+53+a+Rosta&segnale=monitoraggio+base&fonte=Casa.it&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Via Conti Carron 4,"Villa in vendita in Via Conti Carron, 4, Buttigliera Alta - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/33719415/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-81AD12948DC002C4&comune=Buttigliera+Alta&provincia=TO&via=Via+Conti+Carron&civico=4&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F33719415%2F&titolo=Villa+in+vendita+in+Via+Conti+Carron%2C+4%2C+Buttigliera+Alta+-+idealista&segnale=monitoraggio+base&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,VIA MONTE CUNEO 6,"Esclusiva villa di 223 mq in vendita VIA MONTE CUNEO, 6, Avigliana",PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,VAI IN ZONA,,https://www.luxuryestate.com/it/p131147981-villa-for-sale-avigliana,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-3CB21C58D0C3D504&comune=Avigliana&provincia=TO&via=VIA+MONTE+CUNEO&civico=6&url=https%3A%2F%2Fwww.luxuryestate.com%2Fit%2Fp131147981-villa-for-sale-avigliana&titolo=Esclusiva+villa+di+223+mq+in+vendita+VIA+MONTE+CUNEO%2C+6%2C+Avigliana+...&segnale=monitoraggio+base&fonte=Mercato+residenziale&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,TERRENO_SVILUPPO,TERRENO,,ACQUISIZIONE TERRENO / SVILUPPO,Almese,via Capolo,"Terreno edificabile via Capolo, Almese, rif. 126452785 - Immobiliare.it",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE TERRENO / SVILUPPO,,https://www.immobiliare.it/annunci/126452785/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,TERRENO_SVILUPPO,TERRENO,,ACQUISIZIONE TERRENO / SVILUPPO,Almese,via alma bertolo,"Terreno edificabile via alma bertolo, Almese, rif. 129022660",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE TERRENO / SVILUPPO,,https://www.immobiliare.it/annunci/129022660/,
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Almese,frazione Tuberghengo 2,Vendita Terratetto plurifamiliare in frazione Tuberghengo 2 Viù. Da,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/101503673/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C49246626BEEEEF8&comune=Almese&provincia=TO&via=frazione+Tuberghengo&civico=2&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F101503673%2F&titolo=Vendita+Terratetto+plurifamiliare+in+frazione+Tuberghengo+2+Vi%C3%B9.+Da+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,INDIRIZZO DA VERIFICARE,Instagram,PREZZO DA VERIFICARE,Mercato generale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.instagram.com/p/DZKRZL7jUzy/,
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bruzolo,INDIRIZZO DA VERIFICARE,Villetta bifamiliare in vendita a Bruzolo - idealista,PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.idealista.it/immobile/36571633/,
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,INDIRIZZO DA VERIFICARE,L'osservatorio del mercato immobiliare a Buttigliera Alta,PREZZO DA VERIFICARE,Mercato generale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.mercato-immobiliare.info/piemonte/torino/buttigliera-alta.html,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caselette,Località Favorita,Vendita Appartamento in Località Favorita 1. Caselette. Buono stato,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/126844533/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chianocco,INDIRIZZO DA VERIFICARE,Case a Chianocco. Ville in vendita a Chianocco - Nestoria,PREZZO DA VERIFICARE,Nestoria,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.nestoria.it/case/vendita/chianocco,
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chianocco,INDIRIZZO DA VERIFICARE,Casa bifamiliare in Vendita in zona Pavaglione a Chianocco,PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.casa.it/immobili/54591479/,
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,INDIRIZZO DA VERIFICARE,Appartamento in vendita a Chiusa di San Michele (Torino) - rif. Chiusa 2,PREZZO DA VERIFICARE,Mercato generale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.denhouseimmobiliare.it/web/immobile_dettaglio.asp?cod_annuncio=371446&language=ita,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,INDIRIZZO DA VERIFICARE,Porzione di casa in vendita a Chiusa di San Michele Cod. 34221003-1955,PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.fcimmobiliare.it/i-671934-vendita-cascinacasale-chiusa-di-san-michele/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,via Freinetto 50,Più di dieci ville in vendita a Coazze. - caasa.it,PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,VAI IN ZONA,,https://www.caasa.it/torino/coazze/villa/in-vendita.html,
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Viale Gramsci 58,Compagnia Immobiliare Grugliasco Grugliasco (TO) - Viale Gramsci 58,PREZZO DA VERIFICARE,Mercato generale,NON_DETERMINATO,VAI IN ZONA,,https://www.bancadellecase.it/torino/in-vendita/con-planimetrie_compagnia-immobiliare-grugliasco,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-6E6A47B7EEC5E05A&comune=Grugliasco&provincia=TO&via=Viale+Gramsci&civico=58&url=https%3A%2F%2Fwww.bancadellecase.it%2Ftorino%2Fin-vendita%2Fcon-planimetrie_compagnia-immobiliare-grugliasco&titolo=Compagnia+Immobiliare+Grugliasco+Grugliasco+%28TO%29+-+Viale+Gramsci+58+...&segnale=monitoraggio+base&fonte=Mercato+generale&telefono=&telefono_fonte=
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,INDIRIZZO DA VERIFICARE,"Casa indipendente in vendita a Meana di Susa, Valli Susa - Sangone",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.idealista.it/immobile/35025247/,
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,INDIRIZZO DA VERIFICARE,Casa bifamiliare in Vendita in zona Centro a Meana di Susa,PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.casa.it/immobili/54591476/,
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mompantero,Frazione San Giuseppe 21,Villa in Vendita in Frazione San Giuseppe 21 a Mompantero - Casa.it,PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,VAI IN ZONA,,https://www.casa.it/immobili/54595196/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-1DAA8E373DAEF9D7&comune=Mompantero&provincia=TO&via=Frazione+San+Giuseppe&civico=21&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F54595196%2F&titolo=Villa+in+Vendita+in+Frazione+San+Giuseppe+21+a+Mompantero+-+Casa.it&segnale=monitoraggio+base&fonte=Casa.it&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,INDIRIZZO DA VERIFICARE,"Vendita Appartamento Pianezza. Quadrilocale, Buono stato, su più",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/130081882/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,INDIRIZZO DA VERIFICARE,"Vendita Appartamento Pianezza. Trilocale, Ottimo stato, primo piano",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/131046038/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,via Mario Lisa 11,Vendita Appartamento Pianezza. Trilocale in via Mario Lisa 11. Ottimo,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/125936073/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B73EC2E01683D459&comune=Pianezza&provincia=TO&via=via+Mario+Lisa&civico=11&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F125936073%2F&titolo=Vendita+Appartamento+Pianezza.+Trilocale+in+via+Mario+Lisa+11.+Ottimo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,via La Cassa. Pianezza. Ottimo stato,"Vendita Appartamento in via La Cassa. Pianezza. Ottimo stato, su più",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131155332/,
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,INDIRIZZO DA VERIFICARE,"Vendita Terratetto unifamiliare Pianezza. Da ristrutturare, posto auto",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/130283278/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,via Torino 18,Vendita Appartamento Pianezza. Trilocale in via Torino 18. Ottimo stato,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/129231432/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C8EF37C584338414&comune=Pianezza&provincia=TO&via=via+Torino&civico=18&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F129231432%2F&titolo=Vendita+Appartamento+Pianezza.+Trilocale+in+via+Torino+18.+Ottimo+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,via Aldo Moro Pianezza. Nuova,"Vendita Villa a schiera in via Aldo Moro Pianezza. Nuova, posto auto",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127744706/,
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,via Magellano. Buono,Vendita Appartamento Pianezza. Quadrilocale in via Magellano. Buono,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/129926542/,
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Didero,Strada Gaudietti 5,Casa bifamiliare in Vendita in Strada Gaudietti 5 a San Didero,PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,VAI IN ZONA,,https://www.casa.it/immobili/54513600/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-10F448C52B0B0D48&comune=San+Didero&provincia=TO&via=Strada+Gaudietti&civico=5&url=https%3A%2F%2Fwww.casa.it%2Fimmobili%2F54513600%2F&titolo=Casa+bifamiliare+in+Vendita+in+Strada+Gaudietti+5+a+San+Didero&segnale=monitoraggio+base&fonte=Casa.it&telefono=&telefono_fonte=
