PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL,CONTATTO_PRONTO,CONTATTI_PUBBLICI,FONTE_CONTATTO,CROSS_MATCH,NOME_INSERZIONISTA,RICERCA_PUBBLICA,VIA_RADAR,INDIRIZZI_ZONA,AZIONE_ZONA,MOTIVO_SCARTO_OPERATIVO
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Subito privati,Case in vendita Condove - Immobili - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-23T09:11:13.222521+00:00,2026-08-28T05:06:35.530540+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/condove/,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Subito privati,Case in vendita Trana - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-08-23T09:11:13.222753+00:00,2026-09-01T20:55:16.174372+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/trana/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Vaie,Subito privati,Case in vendita Vaie - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-08-23T09:11:13.222812+00:00,2026-09-01T23:36:27.692255+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/vaie/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Pianezza,Subito privati,Case in vendita Pianezza - Immobili - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-23T17:16:38.786987+00:00,2026-08-23T17:16:38.786988+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/pianezza/,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Alpignano,Subito privati,Appartamenti in vendita Alpignano - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079119+00:00,2026-08-27T21:04:17.079121+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/alpignano/,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caprie,Subito privati,Appartamenti in vendita Caprie - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079630+00:00,2026-08-28T05:06:35.530209+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/caprie/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Subito privati,Case in vendita Grugliasco - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080208+00:00,2026-09-01T23:36:27.691148+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/grugliasco/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Subito privati,Appartamenti in vendita Grugliasco - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080214+00:00,2026-08-28T05:06:35.530722+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/grugliasco/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,Subito privati,Case in vendita Oulx - Immobili - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080382+00:00,2026-08-27T21:04:17.080383+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/oulx/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Subito privati,Appartamenti in vendita Rivoli - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080617+00:00,2026-08-28T05:06:35.531021+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/rivoli/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Subito privati,Appartamenti in vendita Rubiana - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.080784+00:00,2026-09-01T23:36:27.691757+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/rubiana/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Almese,Subito privati,Case in vendita Almese - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.529748+00:00,2026-09-01T20:55:16.171820+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/almese/,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Alpignano,Subito privati,Case in vendita Alpignano - Immobili - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.529812+00:00,2026-08-28T05:06:35.529813+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/alpignano/,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Subito privati,Case in vendita Collegno - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.530463+00:00,2026-09-01T18:58:42.119819+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/collegno/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Subito privati,Appartamenti in vendita Collegno - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.530468+00:00,2026-08-28T05:06:35.530469+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/collegno/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Subito privati,Case in vendita Rivoli - Immobili - Subito.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.531028+00:00,2026-08-28T10:58:40.671413+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/rivoli/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,Subito privati,Case in vendita Chiomonte - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.670405+00:00,2026-09-01T23:36:27.690603+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/chiomonte/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Dora,Bakeca privati,Annunci di case in vendita a Villar Dora centro città,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.672276+00:00,2026-09-01T23:36:27.692374+00:00,fonte/query orientata ai privati,,https://torino.bakeca.it/annunci/vendita-case/luogo/villar+dora/,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Exilles,Subito privati,Case in vendita Exilles - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120063+00:00,2026-09-01T23:36:27.690905+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/exilles/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Ambrogio di Torino,Subito privati,Case in vendita Sant'Ambrogio di Torino - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121568+00:00,2026-09-01T23:36:27.692044+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/sant-ambrogio-di-torino/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Subito privati,Appartamenti in vendita Giaveno - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-09-01T20:55:16.172909+00:00,2026-09-01T23:36:27.690992+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/appartamenti/torino/giaveno/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Salbertrand,Subito privati,Case in vendita Salbertrand - Immobili - Subito.it,,,0,NON_DETERMINATO,TRACKED,2026-09-01T20:55:16.173836+00:00,2026-09-01T23:36:27.691795+00:00,fonte/query orientata ai privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/salbertrand/,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,26,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Giaveno,Trovit,11 locale commerciales in affitto a Giaveno - Trovit,,,0,INDIZIO_AGENZIA,NEW,2026-09-01T23:36:27.691020+00:00,2026-09-01T23:36:27.691022+00:00,nuova rilevazione | indizio agenzia | commerciale immobile,,https://case.trovit.it/affitto-negozio-giaveno,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Condove,Trovit,"22 locale commerciales circolo in affitto a Bar, Condove - Trovit",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T10:58:40.670711+00:00,2026-08-28T10:58:40.670713+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-circolo-bar,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Reano,Capannoni logistica,Terreno Reano - 10 terreni in vendita in Reano de Nuroa.it,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671373+00:00,2026-09-01T23:36:27.691528+00:00,industriale logistica,,https://www.nuroa.it/vendita-immobili/terreno-reano,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Trovit,15 locale commerciales in affitto a Alpignano - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.118899+00:00,2026-09-01T20:55:16.171903+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-alpignano,NO,,,0,,ESEGUITA,"Via dei Ronchi, si propone in locazione un capannone di circa","Via dei Ronchi, si propone in locazione un capannone di circa 300",VAI IN ZONA,PAGINA_CATEGORIA_O_RICERCA
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Trovit,5 capannones in affitto a Rosta - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121049+00:00,2026-09-01T23:36:27.691678+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-rosta,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Pianezza,Capannoni logistica,Via Pianezza Torino - 366 case in vendita in Torino de Nuroa.it,,,0,NON_DETERMINATO,TRACKED,2026-09-01T20:55:16.173429+00:00,2026-09-01T23:36:27.691424+00:00,industriale logistica,,https://www.nuroa.it/vendita-immobili/via-pianezza-torino,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Susa,Trovit,30 locale commerciales commerciale in affitto a Susa - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-01T20:55:16.174291+00:00,2026-09-01T23:36:27.692189+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-commerciale-susa,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Bussoleno,Nestoria,Case e appartamenti a Bussoleno. Immobili in vendita a Bussoleno - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475330+00:00,2026-09-01T23:36:27.690367+00:00,commerciale immobile,,https://www.nestoria.it/immobiliare/vendita/bussoleno,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Venaus,Uffici e direzionale,279 Immobili in vendita a Venaus - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502944+00:00,2026-09-01T20:55:16.174545+00:00,ufficio direzionale,,https://immobiliare.mitula.it/venaus,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Bussoleno,Nestoria,Case a Bussoleno. Immobili in affitto a Bussoleno - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.530149+00:00,2026-08-28T05:06:35.530150+00:00,ufficio direzionale,,https://www.nestoria.it/immobiliare/affitto/bussoleno,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Condove,Trovit,"30 locale commerciales reggio emilia in vendita a Bar, Condove",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.530551+00:00,2026-08-28T10:58:40.670695+00:00,commerciale immobile,,https://case.trovit.it/negozio-bar-reggio-emilia,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Grugliasco,Trovit,43 locale commerciales in affitto a Grugliasco - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.530744+00:00,2026-09-01T23:36:27.691167+00:00,commerciale immobile,,https://case.trovit.it/affitto-negozio-grugliasco,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Oulx,Commerciale negozi/locali,Locale Commerciale Oulx - 38 locali comerciali in vendita in Oulx de ...,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671182+00:00,2026-09-01T20:55:16.173341+00:00,commerciale immobile,,https://www.nuroa.it/vendita-immobili/locale-commerciale-oulx,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rosta,Trovit,10 locale commerciales in affitto a Rosta - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671553+00:00,2026-09-01T23:36:27.691672+00:00,commerciale immobile,,https://case.trovit.it/affitto-negozio-rosta,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Sangano,Trovit,2 locale commerciales in affitto a Sangano - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671887+00:00,2026-09-01T18:58:42.121541+00:00,ufficio direzionale,,https://case.trovit.it/affitto-negozio-sangano,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Chiomonte,Trovit,30 locale commerciales in affitto a Chiomonte - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.119585+00:00,2026-09-01T23:36:27.690615+00:00,ufficio direzionale,,https://case.trovit.it/affitto-negozio-chiomonte,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Almese,Mercato residenziale,471 Immobili in vendita a Almese - Mitula Case,89000,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475199+00:00,2026-09-01T23:36:27.689853+00:00,prezzo rilevato,,https://immobiliare.mitula.it/almese,NO,,,0,,ESEGUITA,VIA AVIGLIANA,VIA AVIGLIANA 98,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,Trovit,"7 immobili in vendita a Villaggio Primavera, Avigliana - Trovit",27000,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475257+00:00,2026-09-01T23:36:27.690052+00:00,prezzo rilevato,,https://case.trovit.it/avigliana-villaggio-primavera,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Trovit,"19 immobili in vendita a Le Fronde, Buttigliera Alta - Trovit",75000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475347+00:00,2026-08-27T21:04:17.079604+00:00,prezzo rilevato,,https://case.trovit.it/fronde,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caprie,Trovit,60 immobili in vendita a Caprie - Trovit,28000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475379+00:00,2026-08-27T21:04:17.079623+00:00,prezzo rilevato,,https://case.trovit.it/caprie,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Trovit,58 immobili in vendita a Chiusa di San Michele - Trovit,28000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475439+00:00,2026-08-21T12:20:59.475441+00:00,prezzo rilevato,,https://case.trovit.it/chiusa-san-michele,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,Trovit,66 immobili villa in vendita a Coazze - Trovit,20000,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475472+00:00,2026-09-01T23:36:27.690737+00:00,prezzo rilevato,,https://case.trovit.it/villa-coazze,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,Trovit,"30 immobili in vendita a Forno, Coazze - Trovit",20000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475486+00:00,2026-08-27T21:04:17.079840+00:00,prezzo rilevato,,https://case.trovit.it/forno-coazze,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Trovit,11 appartamentos viale gramsci collegno in vendita a Torino,115000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475499+00:00,2026-08-21T12:20:59.475501+00:00,prezzo rilevato,,https://case.trovit.it/appartamento-viale-gramsci-collegno-torino,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Trovit,163 immobili in vendita a Condove - Trovit,21000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475516+00:00,2026-08-22T17:17:15.502602+00:00,prezzo rilevato,,https://case.trovit.it/condove,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Gravere,Trovit,49 immobili in vendita a Gravere - Trovit,20000,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475564+00:00,2026-09-01T23:36:27.691102+00:00,prezzo rilevato,,https://case.trovit.it/gravere,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Trovit,57 immobili villa collina in vendita a Rivoli - Trovit,99000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475785+00:00,2026-08-23T17:16:38.787026+00:00,prezzo rilevato,,https://case.trovit.it/villa-collina-rivoli,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Trovit,128 immobili in vendita a Rubiana - Trovit,20000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475820+00:00,2026-08-27T21:04:17.080778+00:00,prezzo rilevato,,https://case.trovit.it/rubiana,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sangano,Trovit,60 immobili villa in vendita a Sangano - Trovit,139000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475849+00:00,2026-08-23T17:16:38.787064+00:00,prezzo rilevato,,https://case.trovit.it/villa-sangano,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,Trovit,42 immobili in vendita a Sant'Antonino di Susa - Trovit,29000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475878+00:00,2026-08-27T21:04:17.080954+00:00,prezzo rilevato,,https://case.trovit.it/sant-antonino-susa,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Trovit,72 immobili in vendita a Susa - Trovit,24375,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475894+00:00,2026-08-27T21:04:17.081032+00:00,prezzo rilevato,,https://case.trovit.it/susa,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villarbasse,Trovit,63 immobili villa in vendita a Villarbasse - Trovit,129000,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.476013+00:00,2026-09-01T23:36:27.692435+00:00,prezzo rilevato,,https://case.trovit.it/villa-villarbasse,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,Trovit,110 casas in vendita a Coazze - Trovit,20000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502584+00:00,2026-08-23T17:16:38.786864+00:00,prezzo rilevato,,https://case.trovit.it/casa-coazze,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Trovit,"63 immobili in vendita a Leumann, Collegno - Trovit",95000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502596+00:00,2026-08-22T17:17:15.502597+00:00,prezzo rilevato,,https://case.trovit.it/leumann,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Trovit,585 immobili in vendita a Giaveno - Trovit,20000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502625+00:00,2026-08-27T21:04:17.080064+00:00,prezzo rilevato,,https://case.trovit.it/giaveno,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Giorio,Trovit,"1 immobili in vendita a Malpasso, San Giorio di Susa - Trovit",2833000,,0,NON_DETERMINATO,TRACKED,2026-08-22T17:17:15.502798+00:00,2026-08-27T21:04:17.080887+00:00,prezzo rilevato,,https://case.trovit.it/malpasso,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
