PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Almese,Idealista,"Locale in vendita in Via Roma, 29, Almese — idealista, N.1 in Italia",45000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-04T19:20:00.002913+00:00,2026-09-05T19:08:06.332898+00:00,prezzo rilevato | industriale logistica,,https://www.idealista.it/immobile/36723793/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Collegno,Trovit,132 locale commerciales in vendita a Collegno - Trovit,28000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-07T04:45:03.056134+00:00,2026-09-12T19:18:03.777451+00:00,prezzo rilevato | industriale logistica,,https://case.trovit.it/negozio-collegno
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bruino,Immobiliare.it,"Capannone via Volvera 173, Bruino, Rif. 132230126 - Immobiliare.it",120000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T18:39:29.643696+00:00,2026-09-13T14:26:02.554872+00:00,prezzo rilevato | industriale logistica,,https://www.immobiliare.it/annunci/132230126/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Trovit,8 capannones in vendita a Alpignano - Trovit,65000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T20:56:38.868118+00:00,2026-09-18T19:44:01.660697+00:00,prezzo rilevato | industriale logistica,,https://case.trovit.it/capannone-alpignano
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Immobiliare.it,"Magazzino - Deposito via Alessandro Manzoni 3, Rivoli, Rif. 128102068 ...",149000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-10T05:58:05.662174+00:00,2026-09-10T11:09:38.638758+00:00,prezzo rilevato | industriale logistica,,https://www.immobiliare.it/annunci/128102068/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Val della Torre,Capannoni logistica,studio casa sas - gruppo casa re,13000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-10T05:58:05.663260+00:00,2026-09-11T13:39:24.925383+00:00,prezzo rilevato | industriale logistica,,https://www.gruppocasaretorino.it/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Immobiliare.it,"Capannone via Pianezza 76, Alpignano, Rif. 132249964 - Immobiliare.it",350000,,0,NON_DETERMINATO,TRACKED,2026-09-10T21:45:03.418114+00:00,2026-09-22T13:28:47.915213+00:00,prezzo rilevato | industriale logistica,,https://www.immobiliare.it/annunci/132249964/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Subito privati,Subito - Tecnocasa - OVEST INDUSTRIALE sas - CAPANNONE A ALPIGNANO ...,220000,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-11T09:00:35.957027+00:00,2026-09-11T17:53:32.666963+00:00,fonte/query orientata ai privati | indizio agenzia | prezzo rilevato | industriale logistica,,https://www.subito.it/uffici-locali-commerciali/capannone-a-alpignano-torino-659433515.htm
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Trana,Casa.it,Capannone in Vendita in Via Zona Industriale a Trana - Casa.it,204080,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-11T09:00:35.958888+00:00,2026-09-15T18:17:59.373567+00:00,prezzo rilevato | industriale logistica,,https://www.casa.it/immobili/54703870/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Capannoni logistica,"Capannone 3735 m² in Via Aosta 16/A, Beinasco (TO)",500000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-11T23:19:47.988037+00:00,2026-09-17T06:08:55.031095+00:00,prezzo rilevato | industriale logistica,,https://asteflorio.it/aste/capannone-a-beinasco-to-beinasco-2
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Capannoni logistica,"Capannone Vendita a Beinasco - Beinasco, 16 | Bilocale.it",500000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T09:37:53.087276+00:00,2026-09-16T14:58:05.670319+00:00,prezzo rilevato | industriale logistica,,https://www.bilocale.it/beinasco-beinasco-16-capannone-vendita-2759686.html
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Capannoni logistica,"Capannone in vendita a Beinasco, 3575 mq | PCase.it",500000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T09:37:53.087288+00:00,2026-09-17T06:08:55.031118+00:00,prezzo rilevato | industriale logistica,,https://www.pcase.it/immobili/capannone-vendita-beinasco-sc9708325/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Chiusa di San Michele,Capannoni logistica,Capannone Vendita a Chiusa di San Michele - Via Susa | Biloca…,110000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T14:26:02.555210+00:00,2026-09-15T18:17:59.372301+00:00,prezzo rilevato | industriale logistica,,https://www.bilocale.it/chiusa-di-san-michele-via-susa-capannone-vendita-24781.html
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Casa.it,Capannone in Vendita in Via Aosta a Beinasco - Casa.it,500000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T18:14:54.118966+00:00,2026-09-13T23:15:39.648877+00:00,prezzo rilevato | industriale logistica,,https://www.casa.it/immobili/54721587/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Immobiliare.it,"Asta per capannone, via Aosta, 16, Centro Beinasco, rif. 132378892 ...",500000,,0,NON_DETERMINATO,TRACKED,2026-09-14T18:41:54.042569+00:00,2026-09-22T07:44:42.104658+00:00,prezzo rilevato | industriale logistica,,https://www.immobiliare.it/annunci/132378892/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Capannoni logistica,Astalegale.net - Asta giudiziaria Fabbricati industriali Via Aosta 16 ...,499990,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-16T04:54:00.958136+00:00,2026-09-18T19:44:01.660940+00:00,prezzo rilevato | industriale logistica,,https://www.astalegale.net/Aste/Detail/B2433259
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Sant'Antonino di Susa,Capannoni logistica,"Locale commerciale 83 m² in Via Torino 181, Sant'Antonino di Susa (TO)",35625,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-16T04:54:00.960331+00:00,2026-09-18T19:44:01.663732+00:00,prezzo rilevato | industriale logistica,,https://asteflorio.it/aste/locale-commerciale-a-sant-antonino-di-susa-to-sant-antonino-di-susa
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Casa.it,Capannone in Vendita in Via Aosta 16 a Beinasco - Casa.it,500000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-16T14:58:05.670332+00:00,2026-09-19T10:47:39.483596+00:00,prezzo rilevato | industriale logistica,,https://www.casa.it/immobili/54721895/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Capannoni logistica,"Capannone in vendita a Rosta, 704 mq | PCase.it",130725,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-16T14:58:05.672403+00:00,2026-09-17T06:08:55.033449+00:00,prezzo rilevato | industriale logistica,,https://www.pcase.it/immobili/capannone-vendita-rosta-sc9709402/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Pianezza,Trovit,14 capannones in vendita a Pianezza - Trovit,23240,,0,NON_DETERMINATO,TRACKED,2026-09-16T22:13:22.798398+00:00,2026-09-22T01:45:50.162434+00:00,prezzo rilevato | industriale logistica,,https://case.trovit.it/capannone-pianezza
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Immobiliare.it,"Capannone via Sant'Antonio di Ranverso 4, Rosta, Rif. 60230588 ...",6000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-16T22:13:22.798724+00:00,2026-09-19T20:30:44.818261+00:00,prezzo rilevato | industriale logistica,,https://www.immobiliare.it/annunci/60230588/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Capannoni logistica,"Capannone Vendita a Beinasco - Beinasco, 16 | Quadrilocale.it",500000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-17T06:08:55.031107+00:00,2026-09-17T06:08:55.031109+00:00,prezzo rilevato | industriale logistica,,https://www.quadrilocale.it/beinasco-beinasco-16-capannone-vendita-2759686.html
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Trovit,3 capannones in affitto a Beinasco - Trovit,5750,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-19T10:47:39.483578+00:00,2026-09-20T06:08:00.345931+00:00,prezzo rilevato | industriale logistica,,https://case.trovit.it/affitto-capannone-beinasco
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Capannoni logistica,Garage Beinasco - 35 Garage in vendita in Beinasco de Nuroa.it,20000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-19T18:06:37.665384+00:00,2026-09-21T18:48:49.171118+00:00,prezzo rilevato | industriale logistica,,https://www.nuroa.it/vendita-immobili/garage-beinasco
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Immobiliare.it,"Capannone via Aosta 22, Beinasco, Rif. 127961230 - Immobiliare.it",470000,,0,NON_DETERMINATO,TRACKED,2026-09-19T23:00:29.356367+00:00,2026-09-22T13:28:47.915443+00:00,prezzo rilevato | industriale logistica,,https://www.immobiliare.it/annunci/127961230/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Immobiliare.it,"Capannone via Giacomo Leopardi 20, Beinasco, Rif. 129017122 ...",720000,,0,NON_DETERMINATO,TRACKED,2026-09-21T01:16:25.015808+00:00,2026-09-22T13:28:47.915450+00:00,prezzo rilevato | industriale logistica,,https://www.immobiliare.it/annunci/129017122/
BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bruino,Trovit,5 capannones in vendita a Bruino - Trovit,270000,,0,NON_DETERMINATO,TRACKED,2026-09-22T07:44:42.104849+00:00,2026-09-22T13:28:47.915563+00:00,prezzo rilevato | industriale logistica,,https://case.trovit.it/capannone-bruino
BASSA,28,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Susa,Trovit,10 locale commerciales in vendita a Susa - Trovit,35000,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531441+00:00,2026-09-07T10:14:01.141842+00:00,prezzo rilevato | ufficio direzionale,,https://case.trovit.it/negozio-susa
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Pianezza,Commerciale negozi/locali,Via Pianezza Torino - 384 case in vendita in Torino de Nuroa.it,22000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T20:55:16.173429+00:00,2026-09-10T11:09:38.638544+00:00,prezzo rilevato | commerciale immobile,,https://www.nuroa.it/vendita-immobili/via-pianezza-torino
BASSA,28,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Pianezza,Trovit,26 locale commerciales in vendita a Pianezza - Trovit,28000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.318945+00:00,2026-09-14T01:05:27.892091+00:00,prezzo rilevato | ufficio direzionale,,https://case.trovit.it/negozio-pianezza
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Alpignano,Commerciale negozi/locali,Locale Commerciale Alpignano - 101 locali comerciali in affito in ...,12000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-05T09:19:10.295191+00:00,2026-09-21T12:37:01.287957+00:00,prezzo rilevato | commerciale immobile,,https://www.nuroa.it/affitto-case/locale-commerciale-alpignano
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Bussoleno,Commerciale negozi/locali,Bilocale Bussoleno - 27 appartamenti in vendita in Bussoleno de Nuroa.it,43000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-05T09:19:10.295614+00:00,2026-09-05T19:08:06.333485+00:00,prezzo rilevato | commerciale immobile,,https://www.nuroa.it/vendita-immobili/bilocale-bussoleno
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Commerciale negozi/locali,"Stabile/Edificio 1199 m² in Via Pavia 26, Rivoli (TO)",472500,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-05T09:19:10.297136+00:00,2026-09-09T04:02:27.438703+00:00,prezzo rilevato | commerciale immobile,,https://asteflorio.it/aste/proprieta-superficiaria-complesso-immobiliare-a-rivoli-to-rivoli
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Avigliana,Casa.it,Locale commerciale in Vendita in Corso Laghi 157 a Avigliana,99000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-05T16:59:36.014276+00:00,2026-09-21T01:16:25.015675+00:00,prezzo rilevato | commerciale immobile,,https://www.casa.it/immobili/52355323/
BASSA,28,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Caprie,Uffici e direzionale,"1.000 offerte di lavoro: Caprie, Piemonte, 6 settembre 2026 | Indeed",5000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-07T10:14:01.139470+00:00,2026-09-07T10:14:01.139472+00:00,prezzo rilevato | ufficio direzionale,,"https://it.indeed.com/l-caprie,-piemonte-offerte-lavoro.html?vjk=9b039fc88b031ed5"
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Bruino,Commerciale negozi/locali,Locale Commerciale Bruino - 40 locali comerciali in affito in Bruino de ...,270000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T06:35:04.156906+00:00,2026-09-20T21:00:13.355325+00:00,prezzo rilevato | commerciale immobile,,https://www.nuroa.it/affitto-case/locale-commerciale-bruino
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Condove,Commerciale negozi/locali,Locale Commerciale Condove - 22 locali comerciali in affito in Condove ...,29000,,0,NON_DETERMINATO,TRACKED,2026-09-08T06:35:04.157598+00:00,2026-09-22T13:28:47.916179+00:00,prezzo rilevato | commerciale immobile,,https://www.nuroa.it/affitto-case/locale-commerciale-condove
BASSA,28,INDUSTRIALE_LOGISTICA,IMMOBILE,IN_CORSO,ACQUISIZIONE CAPANNONE / MAGAZZINO,San Gillio,Capannoni logistica,"Immobiliare CASEINPIEMONTE, CASAPIEMONTE OVEST SRL, CASAPIEMONTE",,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-08T06:35:04.158996+00:00,2026-09-10T01:14:41.786329+00:00,indizio agenzia | industriale logistica | cantiere/lavori in corso,,https://caseinpiemonte.it/
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Buttigliera Alta,Commerciale negozi/locali,Immho group,570000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T11:07:58.868046+00:00,2026-09-11T23:19:47.988378+00:00,prezzo rilevato | commerciale immobile,,https://immhogroup.it/
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Alpignano,Trovit,76 locale commerciales in vendita a Alpignano - Trovit,35000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T18:39:29.643196+00:00,2026-09-18T01:22:44.225378+00:00,prezzo rilevato | commerciale immobile,,https://case.trovit.it/negozio-alpignano
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Grugliasco,Commerciale negozi/locali,Più di dieci capannoni in vendita a Grugliasco. - Caasa,260000,,0,NON_DETERMINATO,TRACKED,2026-09-09T20:56:38.869637+00:00,2026-09-22T13:28:47.916718+00:00,prezzo rilevato | commerciale immobile,,https://www.caasa.it/torino/grugliasco/capannone/in-vendita.html
BASSA,28,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Bruino,Uffici e direzionale,Ufficio Vendita a Bruino - Via Marconi57 | Bilocale.it,135000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-10T18:28:14.180295+00:00,2026-09-15T01:31:48.169778+00:00,prezzo rilevato | ufficio direzionale,,https://www.bilocale.it/bruino-via-marconi57-ufficio-vendita-2721992.html
BASSA,28,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Beinasco,Wikicasa,"Palazzina commerciale in Vendita, Via Principe Amedeo 18, Beinasco",69000,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-10T21:45:03.418289+00:00,2026-09-15T18:17:59.371992+00:00,prezzo rilevato | commerciale immobile,,https://www.wikicasa.it/annuncio/30795663
BASSA,28,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Alpignano,Uffici e direzionale,"Ufficio in vendita a Alpignano, 1 locale, 323 mq | PCase.it",117563,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-13T20:46:02.144637+00:00,2026-09-19T10:47:39.483279+00:00,prezzo rilevato | ufficio direzionale,,https://www.pcase.it/immobili/ufficio-vendita-alpignano-sc9707597/
BASSA,28,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Tecnocasa,Annunci case e appartamenti in vendita e in affitto - Tecnocasa.it,,,0,INDIZIO_AGENZIA,NEW,2026-09-22T01:45:50.162758+00:00,2026-09-22T01:45:50.162759+00:00,nuova rilevazione | indizio agenzia | industriale logistica,,https://www.tecnocasa.it/vendita/capannone/torino/rosta/61272428.html
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rubiana,Immobiliare.it,Vendita Terratetto plurifamiliare in Ferro Raimondo 10 Rubiana. Buono ...,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-27T21:04:17.080818+00:00,2026-09-14T22:36:38.494738+00:00,industriale logistica,,https://www.immobiliare.it/annunci/122249368/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,San Didero,Capannoni logistica,ALBO PRETORIO DIGITALE - Comune di San Didero,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-27T21:04:17.080844+00:00,2026-08-28T10:58:40.671713+00:00,industriale logistica,,https://www.servizipubblicaamministrazione.it/servizi/saturnweb/Home.aspx?CE=snddr1352
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Avigliana,Capannoni logistica,13 Capannoni in vendita a Avigliana - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.529910+00:00,2026-09-22T13:28:47.915341+00:00,industriale logistica,,https://immobiliare.mitula.it/capannone-avigliana
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bussoleno,Immobiliare.it,"Capannone Strada Monginevro 7/a Pt, 1, Bussoleno, Rif. 65394712 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.530153+00:00,2026-08-28T10:58:40.670190+00:00,industriale logistica,,https://www.immobiliare.it/annunci/65394712/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Caselette,Capannoni logistica,29 Capannoni in affitto a Caselette - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.530233+00:00,2026-08-28T10:58:40.670302+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-caselette
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Collegno,Capannoni logistica,15 Capannoni in affitto a Collegno - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.530476+00:00,2026-09-22T13:28:47.916090+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-collegno
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Immobiliare.it,"Capannone via primo levi 13, Grugliasco, Rif. 131554842 - Immobiliare.it",,,0,NON_DETERMINATO,RELISTED,2026-08-28T05:06:35.530740+00:00,2026-09-22T01:45:50.162297+00:00,industriale logistica,,https://www.immobiliare.it/annunci/131554842/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Trovit,46 locale commerciales in affitto a Grugliasco - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.530744+00:00,2026-09-16T22:13:22.798264+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-grugliasco
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Immobiliare.it,"Capannone Strada Antica di Grugliasco 111, Grugliasco, Rif. 129027088 ...",,,0,NON_DETERMINATO,RELISTED,2026-08-28T05:06:35.530749+00:00,2026-09-22T07:44:42.105988+00:00,industriale logistica,,https://www.immobiliare.it/annunci/129027088/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Immobiliare.it,"Capannone corso Canonico Giuseppe Allamano 34, Grugliasco, Rif ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.530753+00:00,2026-09-13T20:46:02.146962+00:00,industriale logistica,,https://www.immobiliare.it/annunci/131506522/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Capannoni logistica,108 Capannoni in vendita a Rivoli - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.531055+00:00,2026-09-20T01:04:10.802851+00:00,industriale logistica,,https://immobiliare.mitula.it/capannone-rivoli
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Immobiliare.it,"Capannone via Cagliari 11, Rivoli, Rif. 129183178 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.531059+00:00,2026-09-15T18:17:59.373170+00:00,industriale logistica,,https://www.immobiliare.it/annunci/129183178/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Immobiliare.it,"Capannone corso Canonico Giuseppe Allamano 123, Rivoli, Rif. 130692472 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.531064+00:00,2026-09-06T13:51:47.105699+00:00,industriale logistica,,https://www.immobiliare.it/annunci/130692472/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,San Giorio,Immobiliare.it,"Capannone borgata Malpasso, San Giorio di Susa, Rif. 129015964 ...",,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531295+00:00,2026-09-02T16:09:34.325539+00:00,industriale logistica,,https://www.immobiliare.it/annunci/129015964/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Collegno,Casa.it,Capannone in Vendita in Via Vittorio Sassi 26 a Collegno,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.670597+00:00,2026-08-28T10:58:40.670599+00:00,industriale logistica,,https://www.casa.it/immobili/52282643/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Moncenisio,Capannoni logistica,Il Colle del Moncenisio: cosa vedere e fare • Visit Val di Susa,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671134+00:00,2026-09-07T10:14:01.140679+00:00,industriale logistica,,https://visitvaldisusa.it/moncenisio-la-porta-delle-alpi/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Reano,Capannoni logistica,Terreno Reano - 10 terreni in vendita in Reano de Nuroa.it,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.671373+00:00,2026-09-20T01:04:10.802718+00:00,industriale logistica,,https://www.nuroa.it/vendita-immobili/terreno-reano
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Immobiliare.it,"Capannone via Albenga 124, Rivoli, Rif. 128364064 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.671476+00:00,2026-09-11T13:39:24.924731+00:00,industriale logistica,,https://www.immobiliare.it/annunci/128364064/
